customer_id,customer_name,email,phone,city,state,country,signup_date,gender,customer_segment
56,Jill Baird,grayann@sanchez.com,8115244614,Andresfurt,Iowa,India,2024-10-08,Female,Premium
57,Curtis Norton,grahamsarah@yahoo.com,711-654-3960x41790,Phillipsville,New Hampshire,India,2024-10-30,Female,Wholesale
58,Bethany Archer,sgutierrez@yahoo.com,(517)134-6193x26319,Aliciashire,California,India,2024-09-19,Male,Regular
59,Jonathan Jenkins Jr.,jeffcruz@gmail.com,(924)305-2810x280,North Jessica,New York,India,2025-11-27,Male,Wholesale
60,Julie Adams,wmyers@yahoo.com,762-022-1832x651,East Ashley,Arizona,India,2025-09-18,Male,Regular
61,Randy Baker Jr.,vasquezmargaret@west-andrade.com,423.594.2293x86630,Simmonsstad,Oregon,India,2023-04-05,Male,Regular
62,George Williams,kimberlymoore@wells-stewart.com,9838936645,Lake Melissachester,Iowa,India,2023-05-18,Male,Regular
63,Thomas Carr,marcmalone@casey.com,(849)048-3893x3212,South Melissaland,New Mexico,India,2023-08-07,Male,Premium
64,Jessica Lang,paynekaren@poole.info,001-079-220-6960,Lynchbury,Illinois,India,2024-11-14,Male,Premium
65,Sarah Mcgee,rmathews@sloan-ford.com,+1-381-627-0985,New Amanda,Indiana,India,2024-06-09,Male,Wholesale
66,Patricia Brown,walkerrachel@hughes-shields.biz,730.702.4125,Lake Kathystad,Louisiana,India,2025-10-25,Female,Regular
67,Mark Long,fcarter@yahoo.com,001-207-879-8458x7251,North Jay,Tennessee,India,2023-11-14,Female,Regular
68,Billy Soto,michael23@gmail.com,001-263-481-1197x51782,East Megan,South Dakota,India,2023-09-20,Male,Premium
69,Leah Shaffer,rogersmith@yahoo.com,639-537-1037x11246,Anthonyside,Nebraska,India,2024-01-08,Female,Regular
70,Vernon Thomas,amanda00@yahoo.com,203-884-6114x6894,Angelshire,Alabama,India,2024-04-25,Female,Premium
71,Karen Lewis,johnsonkatelyn@hotmail.com,(972)556-5529,Brendamouth,Iowa,India,2025-10-22,Female,Regular
72,Jodi Hill,swilliams@hotmail.com,001-991-504-7128x963,Lake Miranda,Mississippi,India,2023-04-12,Female,Wholesale
73,Audrey Ingram,hayeskelli@navarro.net,+1-469-628-4900,East Michaelaton,Idaho,India,2024-08-09,Male,Regular
74,Maria Smith,parkdustin@hall.net,466-490-6351x641,North Michael,Washington,India,2024-01-28,Female,Regular
75,Debra Stuart,yatesscott@hotmail.com,063-656-9955,North Susan,New York,India,2025-09-19,Male,Premium
76,Erin Smith,toniwright@nguyen-hill.com,348.613.4620,Devinshire,New Hampshire,India,2025-07-21,Female,Regular
77,Lisa Thomas,anthony43@hotmail.com,888.038.1971x1137,Morganstad,Utah,India,2025-09-20,Female,Regular
78,David Sanchez,claytonalexander@yahoo.com,252-264-8167x37267,Ianchester,Colorado,India,2023-09-07,Female,Premium
79,Christine Adams,mark57@hotmail.com,001-133-838-1457x7260,New Raven,Illinois,India,2023-12-21,Male,Wholesale
80,Brittany Ortiz,edwardsjennifer@brown.com,992.572.8934x16887,East Jessicaville,Alaska,India,2025-08-16,Female,Wholesale
81,David Hill,stephen36@gmail.com,260.407.3742,North Davidborough,Rhode Island,India,2023-09-06,Male,Premium
82,Amanda Mcclain,zmullins@martinez.info,001-288-246-0633x1179,Quinnmouth,California,India,2025-03-20,Female,Premium
83,Mckenzie Oliver,joseph80@schneider.com,001-222-761-2397x144,New Wendy,New York,India,2024-08-31,Male,Premium
84,Teresa Boyd,jessica68@brown.com,001-761-793-3466,Jacobsmouth,Idaho,India,2025-05-23,Female,Premium
85,Kevin Robinson,amandagriffin@hotmail.com,+1-770-493-7900x70285,Georgechester,Colorado,India,2023-11-21,Male,Premium
86,Kenneth Garcia,timothymadden@gmail.com,(925)245-1546x970,Simmonstown,Nevada,India,2023-10-03,Male,Wholesale
87,Shelby Williams,lisaevans@hotmail.com,133.775.2608,Millerbury,Washington,India,2025-10-30,Female,Wholesale
88,Karen Fuller,williamsabigail@hotmail.com,934.627.6331,Wrightshire,Colorado,India,2024-03-30,Male,Premium
89,Kelly Steele,james27@gmail.com,671-566-3992,Douglasstad,Delaware,India,2025-05-20,Female,Regular
90,Christopher Miller,diazjill@gentry-ford.net,671-222-2715,West Stacy,Oregon,India,2023-09-10,Female,Premium
91,Alexis Atkinson,xdixon@arroyo-smith.com,+1-750-519-9037x6158,Dorseyville,Oklahoma,India,2025-06-22,Female,Regular
92,Stanley Jensen,kathleen19@hotmail.com,465-568-8102x10080,Joelville,Washington,India,2025-04-04,Female,Premium
93,David Roberts,fordjeremiah@gmail.com,+1-533-442-3872x37642,South John,Iowa,India,2025-06-25,Female,Premium
94,Clifford Adams,janeshort@robinson.com,914.667.7186x57484,Ryanview,Connecticut,India,2023-05-17,Female,Wholesale
95,John Harrison,tonyale@wilson.info,001-386-055-4146x67392,Port Andrew,Vermont,India,2025-07-31,Female,Regular
96,Matthew Smith,bmueller@mcgee.com,072-778-0240x113,Johnhaven,Minnesota,India,2024-12-02,Female,Regular
97,Annette Wilkerson,xcohen@davis-pittman.com,9715082757,Port Christine,Florida,India,2025-10-21,Female,Wholesale
98,Benjamin Vargas,jeanne58@house-campbell.net,956.280.9479x7617,East Theresachester,Virginia,India,2025-11-10,Female,Wholesale
99,Deborah Bell,stokescharles@robinson-gillespie.com,001-960-782-6924x6566,South Thomas,Colorado,India,2025-01-02,Female,Wholesale
100,Courtney Walker,michaellopez@hotmail.com,(011)108-4366x8066,North Melissabury,South Carolina,India,2024-04-03,Male,Wholesale
101,Tyler Graham,jrice@johnson-wright.com,003-744-0533x170,North Jenna,Maine,India,2023-10-30,Male,Regular
102,Tina Williams,craigbaird@gmail.com,090-798-4549x934,Devinfurt,Oklahoma,India,2024-06-19,Female,Regular
103,Natasha Page,eric66@rodriguez.biz,001-000-309-9678x8548,Catherinebury,Washington,India,2023-10-24,Female,Premium
104,Alisha Ward,wthompson@hanson-lara.com,+1-244-101-3617x3993,West Robert,New Mexico,India,2024-01-14,Female,Premium
105,Hannah Perez,zolson@yahoo.com,574-308-1059x916,Smithburgh,Arkansas,India,2024-01-22,Female,Wholesale
106,Michael Smith,robert46@gmail.com,950-772-0801,East Stephenview,West Virginia,India,2024-06-15,Female,Wholesale
107,Jamie Medina,andersonlinda@duncan.info,735.949.4577,West Courtney,New Jersey,India,2023-12-06,Female,Wholesale
108,Mark Rodriguez,scott56@gmail.com,+1-736-290-1278x76747,Lisaview,Hawaii,India,2024-10-30,Female,Premium
109,Joshua Floyd,pshelton@garza.com,814.602.2393,Brownland,Massachusetts,India,2024-07-29,Female,Premium
110,Kristin Spears,howardjohn@johnson-ward.net,(196)967-6270x06959,North Stephanie,New York,India,2024-05-25,Male,Premium
111,Taylor Stone,harrisrobert@yahoo.com,(740)138-1923x838,Lake Kyle,Kentucky,India,2023-05-28,Female,Premium
112,Robert Grimes,bishopdalton@baldwin.info,001-668-489-9444x10273,Yateschester,Kansas,India,2024-12-25,Male,Premium
113,Robyn Garcia,reginaldfox@hotmail.com,379-929-1586,Port Robertmouth,Massachusetts,India,2023-11-26,Female,Premium
114,Austin Walker,lholmes@hotmail.com,001-473-914-1295x89170,Tamaraborough,Oklahoma,India,2025-10-15,Female,Premium
115,Victoria Adams,courtneychavez@barber.com,514-773-5284,South Stacey,Delaware,India,2024-08-01,Male,Wholesale
116,Ashley Strickland,wporter@hotmail.com,+1-209-870-7200x17089,Pennyfurt,Maryland,India,2025-10-16,Female,Wholesale
117,Tina Ray,christophermarquez@miranda.com,+1-074-508-1760x995,Mckinneyfort,Utah,India,2025-01-08,Male,Wholesale
118,Joshua Young,michaela82@peterson.com,888-553-1223x2685,Littleside,Connecticut,India,2023-05-23,Female,Wholesale
119,Monica Hill,michaelgibbs@garcia.com,001-836-030-1341x240,Richardshire,Washington,India,2024-12-07,Female,Premium
120,Elizabeth White,anna50@gmail.com,289.105.7651x5287,Lake Colechester,New York,India,2024-02-16,Male,Regular
121,Douglas Mcintosh,kennedykatherine@gmail.com,(397)695-4488,Morganstad,Texas,India,2025-07-28,Female,Premium
122,Amber Johnson,khampton@gmail.com,+1-337-711-7876x7897,South Bryan,South Carolina,India,2025-05-02,Male,Regular
123,Jodi Villarreal,elizabeth50@simon.net,001-088-696-9017x99970,Lake Andrew,Missouri,India,2023-11-22,Female,Wholesale
124,Joseph King,jennifersmith@hotmail.com,983-429-2499,Kevinbury,Nevada,India,2025-11-12,Male,Premium
125,Sandra Snyder,igonzalez@gmail.com,887-638-9709x97901,Harrisberg,Louisiana,India,2023-01-27,Male,Wholesale
126,Brian Boyd,rogerstodd@hotmail.com,588.277.5632,New Brittanyside,Kansas,India,2023-01-30,Female,Premium
127,Timothy Lopez,turnerlindsay@hotmail.com,(315)530-5681x6462,Flynnberg,Montana,India,2025-03-14,Female,Wholesale
128,Kimberly Oliver,hacosta@thomas.biz,337-974-0335,New Amanda,Vermont,India,2025-07-05,Male,Regular
129,Barbara Best,stephaniecoleman@miller.com,+1-440-863-1579x1884,West Cassandraville,Pennsylvania,India,2025-03-13,Female,Regular
130,James Wang,xrobinson@walker-tucker.com,(957)657-8501,Johnshire,South Dakota,India,2024-02-24,Female,Regular
131,Claire Smith,jacobbaker@gmail.com,(972)402-4530x324,North Miaberg,Vermont,India,2023-07-08,Female,Premium
132,Michael Bowman,benjaminharrington@hotmail.com,001-361-351-3345x8955,Millerton,Nebraska,India,2025-07-05,Male,Regular
133,John Patterson,craigharris@fitzgerald-lee.com,(248)456-9767x9785,Brownborough,Utah,India,2023-11-12,Male,Premium
134,Scott Roth,guerrerobethany@gmail.com,(303)732-3201x51849,East Felicia,California,India,2023-10-07,Male,Regular
135,Kevin Knight,erikahunter@bryan-myers.net,1385000345,Jacksonmouth,Georgia,India,2025-07-12,Male,Regular
136,Mikayla Smith,williamsscott@gmail.com,+1-809-186-7473x2601,New Michaelfort,Alaska,India,2025-05-17,Male,Premium
137,Amy Montoya,rileyjames@gmail.com,678.650.1276x588,West Jon,Indiana,India,2024-03-12,Male,Premium
138,Mark Hampton,kellis@robinson-lee.com,(677)867-7199x986,East Henry,New York,India,2024-02-08,Male,Regular
139,Jorge Jackson,pollardraymond@gmail.com,1817865293,Haleton,Nevada,India,2025-02-11,Male,Premium
140,Dr. Michael Beard,amber47@gonzalez-pugh.net,+1-322-887-8889x1262,North Danaville,Wyoming,India,2023-03-20,Male,Regular
141,Jennifer Nelson,ggraham@gmail.com,166.005.8267x94595,Sandersview,Maryland,India,2023-07-30,Female,Premium
142,Andrew Reyes,bautistakelly@powell.net,(679)995-8001,Samanthaton,New Jersey,India,2023-06-17,Male,Wholesale
143,Lindsey Estes,deannahopkins@hotmail.com,+1-388-904-2914,Davidstad,Kansas,India,2023-04-17,Female,Wholesale
144,Jeremy Silva,wdominguez@peterson-watson.com,001-296-944-2786x31139,Ricebury,Arkansas,India,2024-06-09,Female,Wholesale
145,Adam Young,xrobinson@alexander.com,037.813.0508,North Dianeside,Colorado,India,2023-04-28,Female,Wholesale
146,Tracy Collins,calebwilson@yahoo.com,748.455.8180x3340,Port Troybury,South Carolina,India,2024-02-01,Male,Wholesale
147,Tanya Simon,sfreeman@lee.com,149.044.7567x1011,North Markport,California,India,2023-01-22,Male,Regular
148,Bob Jackson,jonesjasmine@fuentes.net,941-923-9259x497,Lake Michael,Minnesota,India,2025-07-10,Male,Wholesale
149,Mr. Robert Reynolds,derek57@hotmail.com,295.086.5185x163,Christopherland,Colorado,India,2025-05-07,Male,Wholesale
150,Janice Fletcher,amber76@hotmail.com,340.140.8122,Port Pamela,Connecticut,India,2025-09-23,Female,Wholesale
151,Peggy Krueger,smithdonald@gmail.com,774.176.2429x728,Michellehaven,Alabama,India,2023-07-13,Male,Wholesale
152,Geoffrey Jenkins,jean21@mclaughlin.com,864.896.1727,Lake Ryan,Illinois,India,2024-01-25,Male,Premium
153,Theodore Smith,theresagray@hotmail.com,(996)984-3326x364,West Joshuashire,Arkansas,India,2023-01-10,Male,Regular
154,Deanna Hart,sandra17@meyer.com,644-244-7307x06164,West Brittanyville,Maine,India,2025-04-06,Male,Wholesale
155,Andrea Paul,kimerin@benjamin-collins.info,131.227.3868,Julietown,Arizona,India,2023-08-31,Male,Wholesale
156,Donald Romero,thomaspalmer@price-obrien.com,420-726-5011x62198,Jonesside,Connecticut,India,2024-07-16,Female,Wholesale
157,Jeremy Vasquez,carolray@hotmail.com,+1-066-100-1974x215,West Amychester,New Jersey,India,2024-03-22,Male,Regular
158,David Mccarthy,ortizrebecca@johnson.info,001-247-104-1323x6972,Johnsonmouth,Indiana,India,2023-04-08,Female,Premium
159,Derek Krause,foliver@gmail.com,688.601.9705,Benjaminland,New Hampshire,India,2024-11-07,Male,Regular
160,Shannon Smith,jamesmarquez@munoz.org,981.938.8631x52358,West Jenniferberg,Alaska,India,2024-07-19,Female,Premium
161,Julia Johnson,charles25@taylor.net,5443762076,Duarteview,Vermont,India,2024-05-26,Male,Wholesale
162,Sabrina Larsen,amandamiddleton@davis.org,(585)887-6054x420,Suzanneview,Connecticut,India,2023-12-28,Male,Wholesale
163,Alexander Murphy,gibbstanya@yahoo.com,001-918-170-9654,Mooreton,Maryland,India,2025-09-08,Female,Regular
164,Sharon Guzman,jclark@hood-rodriguez.biz,045-183-7410,Michellemouth,West Virginia,India,2023-09-05,Female,Regular
165,Jane Shea,fphillips@barnes.com,834.736.4346,Angelamouth,Louisiana,India,2025-01-31,Female,Premium
166,Jordan Austin,jenkinsjohn@gmail.com,+1-163-042-8365x167,North Ryanmouth,Arizona,India,2025-07-22,Male,Premium
167,Bradley Wolfe,diana02@macdonald.biz,489.452.2106,West Matthew,Maryland,India,2024-10-11,Female,Regular
168,Steven Garcia,linda35@oneal.com,572.276.9625,West Stephenmouth,Nebraska,India,2025-12-18,Male,Premium
169,Nicholas Kim,shannon81@lopez.com,118-141-2660,South Kimberlyfurt,Maryland,India,2025-11-24,Male,Regular
170,John Lee,teresataylor@gmail.com,680-424-0381x5727,Danielview,Illinois,India,2024-05-29,Female,Premium
171,Clayton Barr,smithbeth@yahoo.com,644.510.3455,Angelaborough,New York,India,2024-08-01,Female,Regular
172,Michael Castaneda,erik72@armstrong.com,382-166-7894,Jacobville,Oklahoma,India,2023-09-17,Male,Regular
173,Brenda Palmer,brianna37@gmail.com,001-240-179-8932x061,West Alexander,Kansas,India,2025-07-12,Male,Regular
174,Heather Moore,andrew12@cruz-murphy.biz,844.880.2298,Paulport,Virginia,India,2024-04-17,Female,Premium
175,Mary Thomas,perezlaura@gmail.com,(079)251-1460x49320,Riceton,South Dakota,India,2024-11-18,Female,Premium
176,Colin Green,jonathan52@sheppard.org,366.995.9280x5316,New Francisco,Indiana,India,2024-01-26,Female,Premium
177,David Madden,vross@gmail.com,8185162802,Russellhaven,Washington,India,2024-05-31,Male,Regular
178,Cory Maddox,knightphillip@bullock.net,(299)507-3456,Johnsonfort,Tennessee,India,2024-02-27,Male,Premium
179,Michelle Bradford,melissa76@gmail.com,490.227.6489x945,Jamesfort,Louisiana,India,2024-12-31,Male,Premium
180,Ashley Allen,isanchez@burgess.biz,+1-598-107-2663x4735,Cherryport,Colorado,India,2025-06-21,Male,Regular
181,Sarah Duarte,michaeldaniels@rogers.net,893-508-2280x143,West James,Alabama,India,2025-03-24,Male,Wholesale
182,Marc Moore,sgordon@gmail.com,545-540-3419x82263,Kellybury,Oklahoma,India,2024-09-26,Male,Regular
183,Michael Potts,gavinerickson@galvan.com,001-390-244-1850x844,Marymouth,Nebraska,India,2024-12-19,Female,Premium
184,Thomas Greene,amber61@lang.com,001-111-884-5736x551,Patriciaport,Kentucky,India,2024-12-22,Male,Regular
185,Kathleen Clark,nsmith@walton.org,+1-193-420-2210x8308,North Victoria,Indiana,India,2023-08-24,Male,Wholesale
186,Barry Miller,millerantonio@anderson-thompson.com,(331)569-5989x931,Port Tiffanymouth,Louisiana,India,2025-11-18,Male,Regular
187,Scott Young,williamstina@hotmail.com,(829)149-9307x5847,Anthonymouth,Wyoming,India,2024-04-22,Female,Premium
188,Kurt Green MD,adiaz@washington.com,(760)660-7156x67390,Port Philipborough,Pennsylvania,India,2023-08-05,Male,Wholesale
189,Michael Reed,kirbyjames@hotmail.com,001-380-990-4278x36604,South Lisashire,Maryland,India,2024-12-13,Male,Premium
190,Russell Lee,melanie48@harding.com,286.624.2899,Perezburgh,Idaho,India,2023-07-15,Female,Wholesale
191,Janice Daniel,brad89@gmail.com,001-603-371-2148x814,Washingtonburgh,New Mexico,India,2025-10-24,Male,Wholesale
192,Edward Jenkins,griffinrichard@ortiz-pineda.com,501-079-8547,Forbesstad,North Carolina,India,2025-02-10,Male,Regular
193,Joshua Mckinney,christina36@hotmail.com,848.617.7667x508,North Erin,Louisiana,India,2024-04-25,Male,Regular
194,Matthew Dunn,bhale@gill.com,671.564.3309,Laurenborough,Utah,India,2025-05-09,Male,Premium
195,Sarah Case,vkim@boyd.com,219.140.3100x94018,North Coleberg,South Carolina,India,2024-10-16,Male,Regular
196,Edward Smith,bdavis@yahoo.com,(649)682-2423,South Denisehaven,Minnesota,India,2023-06-09,Female,Regular
197,Sandra Curtis,bonnie77@adams.com,(762)301-5696,Charlesberg,Mississippi,India,2025-08-26,Female,Wholesale
198,Kevin Buck,cindy71@stewart.biz,283-127-1836x534,Cookview,Alaska,India,2025-12-01,Female,Regular
199,Jeremy Anderson,cody25@cantu.org,665.771.7860x946,Lake Natalie,Oregon,India,2025-05-29,Male,Wholesale
200,Dustin Cooper,jonesdanielle@gmail.com,6970487805,West Andrew,Vermont,India,2023-01-29,Male,Wholesale
201,Anthony Combs,miranda80@gmail.com,+1-269-954-9057x1701,West Thomas,Minnesota,India,2023-07-08,Male,Wholesale
202,Manuel Rose,bcox@king-sullivan.org,+1-460-220-2591x47505,Christopherchester,Oklahoma,India,2025-07-09,Female,Premium
203,Tammy Davis,pclayton@nixon-harris.com,(626)324-7195,East Brandon,Iowa,India,2024-11-27,Male,Premium
204,Chad Patterson,greeramber@clark.com,+1-784-025-5223,Lake Alexandraborough,Oregon,India,2023-06-18,Male,Premium
205,Christopher Hoover,lopezchristina@gallagher-johnson.info,216.563.3147x07730,East Shawn,South Dakota,India,2023-11-19,Female,Wholesale
206,Sheila Hayden,sandra44@randall.com,+1-365-888-8543x189,South Debbie,Alaska,India,2025-04-27,Male,Premium
207,Jimmy Cook,austin28@berry-hall.com,(496)882-1217x02439,East Emilyport,Louisiana,India,2025-11-29,Female,Premium
208,Jeffrey James,kelsey21@figueroa.net,001-273-272-9315x0877,Lisafort,Wisconsin,India,2024-10-05,Female,Regular
209,Tamara Johnson,robinsonruben@phelps-greene.com,001-678-226-8329x8606,South Michael,Delaware,India,2025-05-24,Female,Premium
210,Tyler Nelson,pclark@mcdonald.com,3327442444,Lake Anthonyville,Georgia,India,2024-09-03,Male,Premium
211,Melissa Santana,gibbsdana@gmail.com,001-503-038-7471x8579,Stephanieside,Pennsylvania,India,2023-08-31,Male,Wholesale
212,Jesse Hicks,stewartjulia@reed.biz,860-893-3829,Jonathanland,Missouri,India,2023-09-08,Male,Wholesale
213,Rachel Reilly,davilamorgan@hotmail.com,2068495335,Savageton,Oklahoma,India,2025-11-18,Male,Wholesale
214,Nicole Cortez,johnwilson@gmail.com,+1-894-466-0417x910,Youngfort,Tennessee,India,2022-12-26,Male,Wholesale
215,Aaron Harris,barbaraward@hotmail.com,308.649.4928x85924,Edwardhaven,Wyoming,India,2024-01-04,Male,Wholesale
216,Melissa Patterson,martinezjessica@moreno-vasquez.org,6071437636,Clarkville,North Carolina,India,2024-11-04,Male,Wholesale
217,Scott Harvey,rachelschaefer@yahoo.com,(972)632-6571x277,Kingborough,Kansas,India,2023-12-13,Female,Premium
218,Taylor Ruiz,laurahayes@yahoo.com,001-931-366-8156,Jamesside,Iowa,India,2025-03-07,Male,Wholesale
219,Seth Brooks,hughessamuel@gmail.com,3891237599,North Greg,Tennessee,India,2024-06-04,Female,Wholesale
220,Seth Aguilar,dylan74@merritt.com,978-686-8936,Sandrahaven,Utah,India,2024-08-13,Male,Regular
221,John Mendez,syoder@cruz-white.info,5947599716,Margarettown,Kansas,India,2023-08-10,Male,Premium
222,Matthew Horton,mescobar@tucker-lindsey.org,621.993.6452x689,Klineview,Colorado,India,2023-07-14,Male,Premium
223,Chelsea Velasquez,imckinney@yahoo.com,(605)800-8030x3787,West Susan,South Dakota,India,2023-06-29,Female,Premium
224,Jason Villanueva,bcrawford@medina.biz,001-986-012-7713,Lake Matthewburgh,Utah,India,2025-08-14,Female,Wholesale
225,Joseph Hurst,tracy08@wolfe-barnes.biz,529.978.4917x549,Sandramouth,Pennsylvania,India,2025-07-09,Female,Wholesale
226,Paula Brown,richard80@garcia.com,5807518012,Swansonberg,South Carolina,India,2025-07-17,Female,Wholesale
227,Joshua Cooper,ayates@jackson-gregory.com,369-339-6918,Thomasborough,Virginia,India,2025-01-23,Male,Regular
